message_text,scam_type,manipulation_type,keywords,scam_score,label,source_channel,language,target_audience,attack_vector,scam_stage,scam_intent
India Post: Your package AWB889806283 held. Clear customs fee: https://ow.ly/h7094,parcel_delivery_scam,curiosity,"customs,package,held",0.77,scam,SMS,english,online_shoppers,phishing_link,payment_request,steal_information
Sir aapka PNB account ka KYC expire ho gaya hai jaldi update karo nahi to account block ho jayega: https://short.link/l5831 🚨,bank_kyc_scam,"urgency,fear",KYC,0.88,scam,WhatsApp,hinglish,elderly,impersonation,initial_contact,identity_theft
PNB: Your acount will be deactivated due to incomplete KYC. Verrify here: https://cutt.ly/r7573 ⏰,bank_kyc_scam,fear,"KYC,verify,account,deactivated",0.77,scam,WhatsApp,english,general,impersonation,initial_contact,identity_theft
Part time job! Din ka Rs.100000 kamao mobile se join karo: https://ow.ly/y7346,job_scam,reward,"work from home,earn",0.69,scam,WhatsApp,hinglish,job_seekers,phishing_link,initial_contact,steal_information
Invest Rs.2500 get Rs.50000 in 30 days! 100% guaranteed returns: https://ow.ly/t9143,investment_scam,reward,"invest,returns,guaranteed",0.75,scam,SMS,english,investors,phishing_link,initial_contact,steal_information
Electricity bill refund Rs.500000 pending. Submit bank details: https://ow.ly/s6003,refund_scam,"urgency,authority,reward","refund,bank details,pending",0.84,scam,SMS,english,online_shoppers,phishing_link,information_theft,steal_information
Thank you for shopping with Amazon. Order 551825369 confirmed.,legitimate_message,none,"confirmed,thank you",0.27,legitimate,SMS,english,online_shoppers,none,none,none
WhatsApp lottery winner! Rs.50000 prize. Verify on https://tinyurl.com/u7013,lottery_scam,"reward,curiosity","winner,lottery,prize",0.84,scam,SMS,english,general,phishing_link,information_theft,steal_information
Your Flipkart subscription renewed successfully. Amount: Rs.5000,legitimate_message,none,none,0.2,legitimate,SMS,english,online_shoppers,none,none,none
"Dear customer, 772475 is your OTP. Please share to verify your identity - HDFC Support",otp_scam,"social_engineering,curiosity","OTP,share,verify",0.84,scam,Email,english,general,otp_request,account_takeover,account_takeover
Meeting reminder: Team sync scheduled for 11/5/2024 at 16:00 AM,legitimate_message,none,reminder,0.21,legitimate,SMS,english,general,none,none,none
"Dear customer, your Canara account credited with Rs.10000 on 22/9/2024",legitimate_message,none,none,0.09,legitimate,Email,english,general,none,none,none
Part-time naukri alert! Earn Rs.2500 daily from mobile. Join: https://ow.ly/d5312 🚨,job_scam,reward,"job,earn",0.58,scam,WhatsApp,english,job_seekers,phishing_link,initial_contact,steal_information
Infosys owes you Rs.25000 wapsi. Last day to claim: https://cutt.ly/u3234 🚨,refund_scam,reward,"refund,claim",0.74,scam,WhatsApp,english,online_shoppers,phishing_link,initial_contact,steal_information
*UIDAI ALERT: Aadhaar deactivated. Re-varify within 48 hours: https://bit.ly/l9159*,government_impersonation,"urgency,fear,authority","Aadhaar,UIDAI",0.81,scam,SMS,english,general,impersonation,initial_contact,identity_theft
URGENT: Your package requires redelivery fee of Rs.50000: https://ow.ly/k7589,parcel_delivery_scam,urgency,"delivery,package",0.76,scam,SMS,english,online_shoppers,phishing_link,payment_request,steal_information
BlueDart:  Delivery  attempted.  Pay  Rs.50000  to  reschedule:  https://tinyurl.com/u9222,parcel_delivery_scam,curiosity,delivery,0.58,scam,SMS,english,online_shoppers,phishing_link,initial_contact,steal_information
Your payment of Rs.2500 failed but amount debited. Refund: https://tinyurl.com/i2262,refund_scam,"urgency,reward",refund,0.8,scam,SMS,english,online_shoppers,phishing_link,payment_request,steal_information
You have received Rs.100000 in your accout Accept payment via https://tinyurl.com/s9717,upi_payment_scam,reward,"payment,Rs,accept",0.74,scam,SMS,english,general,payment_request,payment_request,financial_fraud
Cryptocurrency investment - Rs.2500 daily profit. Limited slots: https://rb.gy/g7108,investment_scam,reward,"invest,profit",0.77,scam,SMS,english,investors,phishing_link,initial_contact,steal_information
Your Gmail subscription renewed successfully. Amount: Rs.1000,legitimate_message,none,none,0.27,legitimate,SMS,english,general,none,none,none
You have received Rs.50000 in aapka akount. Accept payment via https://short.link/p5878,upi_payment_scam,urgency,"payment,Rs,accept",0.59,scam,WhatsApp,hinglish,general,payment_request,payment_request,financial_fraud
ALERT: Rs.500000 debited from ur account. Dispute payment: https://ow.ly/g7136,upi_payment_scam,reward,"payment,Rs",0.58,scam,SMS,english,general,payment_request,payment_request,financial_fraud
Your phone data being stolen. Microsoft support: Call +91-7638889177,tech_support_scam,"fear,social_engineering",none,0.65,scam,SMS,english,general,impersonation,initial_contact,steal_information
Congratulations! Selected for online job Rs.2500/month. Deposit Rs.2500 security,job_scam,"urgency,reward",job,0.74,scam,SMS,english,job_seekers,information_theft,payment_request,financial_fraud
Unauthorized access detected. Verify your account: https://cutt.ly/i3494,tech_support_scam,"fear,curiosity",none,0.71,scam,SMS,english,general,impersonation,information_theft,steal_information
Earn Rs.1000 by liking YouTube videos. No investment needed: https://cutt.ly/u2881,job_scam,"urgency,reward",earn,0.59,scam,SMS,english,job_seekers,phishing_link,initial_contact,steal_information
Meeting reminder: Team sync scheduled for 28/9/2024 at 10:00 AM,legitimate_message,none,reminder,0.16,legitimate,SMS,english,general,none,none,none
India Post: Your package AWB690952964 held. Clear customs fee: https://bit.ly/l3006,parcel_delivery_scam,curiosity,"customs,package,held",0.68,scam,SMS,english,online_shoppers,phishing_link,payment_request,steal_information
URGENT HIRING: Jio needs 500 employees. Apply now: https://rb.gy/c8582,job_scam,urgency,hiring,0.67,scam,SMS,english,job_seekers,phishing_link,initial_contact,steal_information
Double payment detected. Refund Rs.5000 initiated. Confirm: https://ow.ly/v8418,refund_scam,"reward,social_engineering",refund,0.83,scam,SMS,english,online_shoppers,phishing_link,payment_request,steal_information
CASHBACK of Rs.500000 waiting. Claim via UPI: https://short.link/p3826,upi_payment_scam,"urgency,reward","UPI,cashback,Rs",0.77,scam,SMS,english,general,payment_request,initial_contact,financial_fraud
"Dear customer, 624497 is your OTP. Please share to verify your identity - ICICI Support",otp_scam,"social_engineering,curiosity","OTP,share,verify",0.88,scam,Email,english,general,otp_request,account_takeover,account_takeover
CRITICAL: Your device compromised. Google security chetavani: https://cutt.ly/p9104 ❌,tech_support_scam,urgency,"security,alert",0.64,scam,WhatsApp,english,general,impersonation,initial_contact,steal_information
Your .. BOB .. ATM .. card .. will .. be .. blocked. .. Update .. KYC .. now: .. https://tinyurl.com/r3517 .. ⚠️,bank_kyc_scam,"urgency,fear","KYC,blocked,update",0.78,scam,WhatsApp,english,general,impersonation,initial_contact,identity_theft
FINAL NOTICE: PNB KYC pending. Complete verification: https://cutt.ly/o7372,bank_kyc_scam,"urgency,fear",KYC,0.81,scam,SMS,english,general,impersonation,initial_contact,identity_theft
"Dear customer, your PNB account will be blocked in 24 hours. Update KYC immediately: https://cutt.ly/u4362",bank_kyc_scam,"urgency,fear","KYC,blocked,update,account",0.82,scam,Email,english,elderly,impersonation,information_theft,identity_theft
You are eligible for Rs.500 refund from Infosys. Claim: https://bit.ly/b7022,refund_scam,"urgency,reward","refund,eligible,claim",0.87,scam,SMS,english,online_shoppers,phishing_link,initial_contact,steal_information
"Dear Sir/Madam, As per RBI guidelines, update your Kotak KYC details: https://cutt.ly/i4082",bank_kyc_scam,"urgency,authority,curiosity","KYC,update,RBI",0.93,scam,Email,english,elderly,impersonation,initial_contact,identity_theft
Hi! Thanks for contacting Jio support. Your ticket number: 608589321,legitimate_message,none,none,0.13,legitimate,SMS,english,general,none,none,none
Tax refund of Rs.50000 approved. Enter bank details: https://ow.ly/g9772,refund_scam,"urgency,authority,reward","refund,approved,bank details",0.79,scam,SMS,english,online_shoppers,phishing_link,information_theft,steal_information
Electricity bill refund Rs.500000 pending. Submit bank details: https://bit.ly/d2996,refund_scam,"authority,reward,curiosity","refund,bank details,pending",0.75,scam,SMS,english,online_shoppers,phishing_link,information_theft,steal_information
Your .. number .. is .. selected .. in .. Google .. Pay .. mega .. lottery .. Rs.100000 .. crores!!,lottery_scam,reward,lottery,0.82,scam,WhatsApp,english,general,information_theft,trust_building,financial_fraud
Thank you for shopping with Paytm. Order 236146623 confirmed.,legitimate_message,none,"confirmed,thank you",0.1,legitimate,SMS,english,online_shoppers,none,none,none
Amazon delivery pending. Apdate address to receive parcel: https://short.link/b2548,parcel_delivery_scam,curiosity,"parcel,delivery",0.58,scam,SMS,english,online_shoppers,phishing_link,initial_contact,steal_information
DTDC: Your parcel needs Rs.50000 handling charge. Pay here: https://rb.gy/i2938,parcel_delivery_scam,curiosity,parcel,0.57,scam,SMS,english,online_shoppers,phishing_link,payment_request,steal_information
"Dear customer, your HDFC account credited with Rs.50000 on 25/9/2024",legitimate_message,none,none,0.28,legitimate,Email,english,general,none,none,none
CASHBACK of Rs.50000 waiting. Claim via UPI: https://short.link/s8016,upi_payment_scam,reward,"UPI,cashback,Rs",0.57,scam,SMS,english,general,payment_request,initial_contact,financial_fraud
Your appointment with Dr. Kumar confirmed for 5/4/2024 at 11:30 AM,legitimate_message,none,confirmed,0.02,legitimate,SMS,english,general,none,none,none
WhatsApp investment group - Rs.10000 to Rs.100000 in 1 month guaranteed,investment_scam,urgency,"invest,guaranteed",0.87,scam,SMS,english,investors,information_theft,initial_contact,financial_fraud
664816 is your security code. Bank official will ask for this to unblock your account,otp_scam,"urgency,authority","code,security",0.86,scam,SMS,english,general,otp_request,account_takeover,account_takeover
Your .. number .. is .. selected .. in .. TCS .. mega .. lottery .. Rs.10000 .. crores!! .. ⚠️,lottery_scam,reward,lottery,0.68,scam,WhatsApp,english,general,information_theft,trust_building,financial_fraud
Double payment detected. Refund Rs.25000 initiated. Confirm: https://bit.ly/a1891,refund_scam,"reward,social_engineering",refund,0.77,scam,SMS,english,online_shoppers,phishing_link,payment_request,steal_information
Your OTP for Hotstar login is 859531. Valid for 10 minutes. Do not share.,legitimate_message,none,OTP,0.08,legitimate,SMS,english,general,none,none,none
ALERT: Suspicious activity on your device. Contact support: +91-9131738182,tech_support_scam,"urgency,social_engineering",alert,0.74,scam,SMS,english,general,impersonation,initial_contact,steal_information
WARNING: 17 malware detected. Install security patch: https://rb.gy/j6449,tech_support_scam,urgency,"security,malware",0.66,scam,SMS,english,general,malware_link,initial_contact,spread_malware
You won Rs.50000 in TCS lucky draw. Recieve via UPI: https://ow.ly/b9597,upi_payment_scam,"urgency,reward","UPI,Rs",0.64,scam,SMS,english,general,payment_request,trust_building,financial_fraud
FINAL NOTICE: Canara KYC pending. Complete verification: https://tinyurl.com/o3033,bank_kyc_scam,"urgency,fear",KYC,0.93,scam,SMS,english,general,impersonation,initial_contact,identity_theft
WINNER! Apne jeeta Rs.100000 crore lottery me claim code: {code},lottery_scam,"reward,curiosity","winner,lucky draw",0.69,scam,SMS,english,general,information_theft,trust_building,financial_fraud
Join our trading group. Make Rs.10000 daily from home: https://cutt.ly/m6471,investment_scam,urgency,trading,0.66,scam,SMS,english,investors,phishing_link,initial_contact,steal_information
"OTP for Rs.10000 payment: 976151. To cancel, share this OTP with us on +91-8261390214",otp_scam,social_engineering,"OTP,share",0.92,scam,SMS,english,general,otp_request,account_takeover,account_takeover
Reminder: Your IDBI credit card payment of Rs.2500 due on 22/11/2024,legitimate_message,none,reminder,0.2,legitimate,SMS,english,general,none,none,none
Your OTP is 339007.. DO NOT share with anyone.. Valid for 10 minutes..,otp_scam,social_engineering,"OTP,share",0.83,scam,SMS,english,general,otp_request,account_takeover,account_takeover
Hi! Thanks for contacting Airtel support. Your ticket number: 449685211,legitimate_message,none,none,0.17,legitimate,SMS,english,general,none,none,none
"Dear customer, minimum balance in your PNB account is Rs.50000",legitimate_message,none,none,0.22,legitimate,Email,english,general,none,none,none
Income Tax Dept: You have pending refund of Rs.1000. Claim: https://tinyurl.com/i2296,government_impersonation,"fear,authority,reward",Income Tax,0.82,scam,SMS,english,general,impersonation,initial_contact,identity_theft
Your HDFC KYC is expired. Update within 48hrs to continue services: https://rb.gy/f1074,bank_kyc_scam,"urgency,fear","KYC,update",0.8,scam,SMS,english,general,impersonation,initial_contact,identity_theft
Your flight booking confirmed. PNR: 208870180. Journey: 1/12/2024,legitimate_message,none,confirmed,0.04,legitimate,SMS,english,general,none,none,none
Stock market expert tips - 1000% returns guaranteed. Subscribe: https://short.link/m4582,investment_scam,urgency,"returns,guaranteed",0.86,scam,SMS,english,investors,phishing_link,initial_contact,steal_information
Meeting reminder: Team sync scheduled for 10/2/2024 at 17:00 PM,legitimate_message,none,reminder,0.03,legitimate,SMS,english,general,none,none,none
Your appointment with Dr. Kumar confirmed for 22/2/2024 at 11:00 AM,legitimate_message,none,confirmed,0.0,legitimate,SMS,english,general,none,none,none
Your mobile number jeeta Google Pay bumper lottery Rs.5000. Processing fee applies,lottery_scam,curiosity,"lottery,won",0.68,scam,SMS,english,general,information_theft,payment_request,financial_fraud
Badhai .. ho!! .. Rs.1000 .. cashback .. mil .. gaya .. claim .. karo: .. https://tinyurl.com/f3335,upi_payment_scam,reward,"payment,Rs,accept",0.55,scam,WhatsApp,hinglish,general,payment_request,initial_contact,financial_fraud
ACTION REQUIRED: IndusInd KYC update manda2ry. Click https://bit.ly/j5743 2 avoid Rs.500 penalty,bank_kyc_scam,"fear,curiosity","KYC,update",0.77,scam,SMS,english,general,impersonation,initial_contact,identity_theft
Your Flipkart verification code is 308606. Customer care needs this for account recovery,otp_scam,social_engineering,"verification,code,customer care",0.94,scam,SMS,english,online_shoppers,otp_request,account_takeover,account_takeover
URGENT HIRING: Airtel needs 500 employees. Apply now: https://bit.ly/t1183,job_scam,urgency,hiring,0.57,scam,SMS,english,job_seekers,phishing_link,initial_contact,steal_information
BOB: Your account will be deactivated due 2 incomplete KYC. Verify here: https://short.link/d4221,bank_kyc_scam,"fear,curiosity","KYC,verify,account,deactivated",0.84,scam,SMS,english,general,impersonation,information_theft,identity_theft
*URGENT: Bitcoin trading opportunity. 400% profit assured. Invest now: https://ow.ly/r8898*,investment_scam,"urgency,reward","invest,profit,trading,Bitcoin",0.73,scam,SMS,english,investors,phishing_link,initial_contact,steal_information
Earn .. Rs.500000 .. by .. liking .. YouTube .. videos. .. No .. investment .. needed: .. https://ow.ly/p2936 .. ✅,job_scam,reward,earn,0.81,scam,WhatsApp,english,job_seekers,phishing_link,initial_contact,steal_information
Thank you for shopping with Jio. Order 146127051 confirmed.,legitimate_message,none,"confirmed,thank you",0.09,legitimate,SMS,english,online_shoppers,none,none,none
CONGRATULATIONS! You won Rs.500 in KBC lottery. Claim: https://cutt.ly/f7974,lottery_scam,"reward,curiosity","lottery,congratulations,won,claim",0.73,scam,SMS,english,general,phishing_link,trust_building,steal_information
Package delivery on hold. Verify shipping address: https://short.link/z8483,parcel_delivery_scam,curiosity,"delivery,package",0.81,scam,SMS,english,online_shoppers,phishing_link,information_theft,steal_information
Your payment of Rs.1000 failed but amount debited. Refund: https://ow.ly/a5817,refund_scam,"urgency,reward",refund,0.84,scam,SMS,english,online_shoppers,phishing_link,payment_request,steal_information
528715 is your verification code for Hotstar. Never share this OTP.,otp_scam,social_engineering,"OTP,verification,share,code",0.82,scam,SMS,english,general,otp_request,account_takeover,account_takeover
ur phone data being stolen. Microsoft support: Call +91-7407197626,tech_support_scam,"urgency,social_engineering",none,0.77,scam,SMS,english,general,impersonation,initial_contact,steal_information
Reminder: Your HDFC credit card payment of Rs.1000 due on 10/11/2024,legitimate_message,none,reminder,0.11,legitimate,SMS,english,general,none,none,none
ACTION REQUIRED: IDBI KYC update mandatory. Click https://short.link/j5166 to avoid Rs.500 penalty,bank_kyc_scam,"urgency,fear,curiosity","KYC,update",0.82,scam,SMS,english,general,impersonation,initial_contact,identity_theft
Courier delivery failed 3 times. Final attempt - apdate details: https://short.link/v7397,parcel_delivery_scam,"urgency,curiosity","delivery,courier",0.64,scam,SMS,english,online_shoppers,phishing_link,initial_contact,steal_information
URGENT: Bitcoin trading opportunity. 400% profit assured. Invest now: https://ow.ly/y2579 ❌,investment_scam,urgency,"invest,profit,trading,Bitcoin",0.66,scam,WhatsApp,english,investors,phishing_link,initial_contact,steal_information
GST refund of Rs.50000 approved by govt. Claim now: https://rb.gy/g9627,refund_scam,"urgency,reward","refund,claim,approved",0.77,scam,SMS,english,online_shoppers,phishing_link,initial_contact,steal_information
ALERT: Suspicious activity on your device. Contact support: +91-9093122945,tech_support_scam,"urgency,social_engineering",alert,0.61,scam,SMS,english,general,impersonation,initial_contact,steal_information
ALERT: Suspicious activity on your device Contact support: +91-9930518215,tech_support_scam,"urgency,social_engineering",alert,0.64,scam,SMS,english,general,impersonation,initial_contact,steal_information
Your Gmail subscription refund Rs.5000 baaki hai. Process: https://cutt.ly/e2393,refund_scam,reward,"refund,pending",0.84,scam,SMS,english,online_shoppers,phishing_link,initial_contact,steal_information
Sar HDFC ka account band hone wala hai turant KYC update kare: https://bit.ly/l8417,bank_kyc_scam,urgency,"KYC,urgent,account",0.8,scam,WhatsApp,hinglish,general,impersonation,initial_contact,identity_theft
WARNING: 43 malware detected. Install security patch: https://cutt.ly/p6178,tech_support_scam,urgency,"security,malware",0.62,scam,SMS,english,general,malware_link,initial_contact,spread_malware
Govt. of India: You are eligible for PM subsidy Rs.1000. Apply: https://rb.gy/y4383,government_impersonation,fear,Govt,0.76,scam,SMS,english,general,impersonation,initial_contact,identity_theft
SEBI registered investment plan. Triple your investment: https://bit.ly/c4047,investment_scam,urgency,invest,0.86,scam,SMS,english,investors,phishing_link,initial_contact,steal_information
Your Facebook khata hacked! Secure it abhi: https://rb.gy/p4950,tech_support_scam,urgency,hacked,0.68,scam,SMS,english,general,impersonation,initial_contact,steal_information
WhatsApp investment group - Rs.1000 to Rs.100000 in 1 month guaranteed,investment_scam,urgency,"invest,guaranteed",0.77,scam,SMS,english,investors,information_theft,initial_contact,financial_fraud
Your mobile number won PhonePe bumper lottery Rs.10000. Processing fee applies,lottery_scam,"reward,curiosity","lottery,won",0.72,scam,SMS,english,general,information_theft,payment_request,financial_fraud
"Last day! Invest Rs.500 today, get Rs.50000 tomorrow: https://bit.ly/d9446",investment_scam,reward,invest,0.79,scam,SMS,english,investors,phishing_link,initial_contact,steal_information
Insurance refund approved - Rs.25000. Process within 24hrs: https://rb.gy/e5906,refund_scam,"urgency,reward","refund,approved",0.72,scam,SMS,english,online_shoppers,phishing_link,initial_contact,steal_information
573607 .. - .. Use .. this .. OTP .. to .. complete .. KYC .. verification .. with .. our .. executive .. ✅,otp_scam,urgency,"OTP,verification",0.77,scam,WhatsApp,english,general,otp_request,account_takeover,account_takeover
DTDC: Your packet needs Rs..10000 handling charge.. Pay here: https://tinyurl..com/i1852,parcel_delivery_scam,curiosity,parcel,0.69,scam,SMS,english,online_shoppers,phishing_link,payment_request,steal_information
CRITICAL: Your device compromised. Google security alert: https://bit.ly/k7025,tech_support_scam,fear,"security,alert",0.68,scam,SMS,english,general,impersonation,initial_contact,steal_information
You are eligible for Rs.500000 refund from TCS. Claim: https://tinyurl.com/g6889,refund_scam,"urgency,reward","refund,eligible,claim",0.65,scam,SMS,english,online_shoppers,phishing_link,initial_contact,steal_information
CONGRATULATIONS! You won Rs.2500 in KBC lottery. Claim: https://rb.gy/q3927,lottery_scam,"reward,curiosity","lottery,congratulations,won,claim",0.82,scam,SMS,english,general,phishing_link,trust_building,steal_information
You are eligible for Rs.5000 refund from Paytm. Claim: https://cutt.ly/j3467,refund_scam,"urgency,reward","refund,eligible,claim",0.86,scam,SMS,english,online_shoppers,phishing_link,initial_contact,steal_information
Welcome to Flipkart! Your registration is complete.,legitimate_message,none,none,0.24,legitimate,SMS,english,online_shoppers,none,none,none
Reminder: Your IndusInd credit card payment of Rs.1000 due on 8/6/2024,legitimate_message,none,reminder,0.23,legitimate,SMS,english,general,none,none,none
Join our trading group. Make Rs.2500 daily from home: https://bit.ly/p9008 ✅,investment_scam,reward,trading,0.69,scam,WhatsApp,english,investors,phishing_link,initial_contact,steal_information
Your appointment with Dr. Patel confirmed for 20/4/2024 at 17:00 AM,legitimate_message,none,confirmed,0.0,legitimate,SMS,english,general,none,none,none
WARNING: 24 malware detected. Install security patch: https://tinyurl.com/c4916,tech_support_scam,fear,"security,malware",0.84,scam,SMS,english,general,malware_link,initial_contact,spread_malware
Your flight booking confirmed. PNR: 256836784. Journey: 17/6/2024,legitimate_message,none,confirmed,0.04,legitimate,SMS,english,general,none,none,none
Your appointment with Dr. Singh confirmed for 13/12/2024 at 18:00 AM,legitimate_message,none,confirmed,0.14,legitimate,SMS,english,general,none,none,none
Insurance .. vapasi .. approved .. - .. Rs.10000. .. Process .. me .. 24hrs: .. https://bit.ly/t4221,refund_scam,urgency,"refund,approved",0.72,scam,WhatsApp,english,online_shoppers,phishing_link,initial_contact,steal_information
Thank you for shopping with Jio. Order 816021368 confirmed.,legitimate_message,none,"confirmed,thank you",0.05,legitimate,SMS,english,online_shoppers,none,none,none
Your appointment with Dr. Patel confirmed for 8/10/2024 at 15:30 AM,legitimate_message,none,confirmed,0.15,legitimate,SMS,english,general,none,none,none
Mubarak ho! Aap jeet gaye Flipkart prize Rs.2500 registration kare: {url} ✅,lottery_scam,"reward,curiosity","lottery,won",0.84,scam,WhatsApp,hinglish,online_shoppers,information_theft,trust_building,financial_fraud
729034 is your security code. Bank official will ask for this to unblock your account,otp_scam,"urgency,authority","code,security",0.81,scam,SMS,english,general,otp_request,account_takeover,account_takeover
Join our trading group. Make Rs.2500 daily from home: https://bit.ly/j2589,investment_scam,urgency,trading,0.83,scam,SMS,english,investors,phishing_link,initial_contact,steal_information
Aadhaar Card suspended due to KYC mismatch. Update immediately: https://bit.ly/d5550,government_impersonation,"urgency,fear,authority",Aadhaar,0.79,scam,SMS,english,general,impersonation,initial_contact,identity_theft
ALERT: Suspicious activity on your device. Contact support: +91-7237770069,tech_support_scam,"fear,social_engineering",alert,0.7,scam,SMS,english,general,impersonation,initial_contact,steal_information
GST .. refund .. of .. Rs.500000 .. approved .. by .. govt. .. Claim .. now: .. https://cutt.ly/q4961,refund_scam,"urgency,reward","refund,claim,approved",0.85,scam,WhatsApp,english,online_shoppers,phishing_link,initial_contact,steal_information
Your Gmail subscription renewed successfully. Amount: Rs.2500,legitimate_message,none,none,0.0,legitimate,SMS,english,general,none,none,none
CRITICAL: Your device compromised. Google security alert: https://rb.gy/r2187,tech_support_scam,fear,"security,alert",0.63,scam,SMS,english,general,impersonation,initial_contact,steal_information
Your Amazon subscription refund Rs.25000 pending. Process: https://bit.ly/p3194,refund_scam,"urgency,reward","refund,pending",0.85,scam,SMS,english,online_shoppers,phishing_link,initial_contact,steal_information
Your IndusInd KYC is expired. Update within 48hrs to continue services: https://bit.ly/t7556,bank_kyc_scam,urgency,"KYC,update",0.88,scam,SMS,english,general,impersonation,initial_contact,identity_theft
Your phone data being stolen. Microsoft support: Call +91-7107790136,tech_support_scam,"urgency,social_engineering",none,0.69,scam,SMS,english,general,impersonation,initial_contact,steal_information
Thank you for shopping with Paytm. Order 399716352 confirmed.,legitimate_message,none,"confirmed,thank you",0.06,legitimate,SMS,english,online_shoppers,none,none,none
Your electricity bill for Rs.2500 is due by 8/4/2024. Pay online.,legitimate_message,none,none,0.29,legitimate,SMS,english,general,none,none,none
Your Airtel delivery arriving today between 11:00 AM. Track: 189464945,legitimate_message,none,none,0.14,legitimate,SMS,english,online_shoppers,none,none,none
Your OTP for WhatsApp login is 677383. Valid for 10 minutes. Do not share.,legitimate_message,none,OTP,0.28,legitimate,SMS,english,general,none,none,none
Govt. of India: You are eligible for PM subsidy Rs.100000. Apply: https://cutt.ly/n5651,government_impersonation,fear,Govt,0.92,scam,SMS,english,general,impersonation,initial_contact,identity_theft
URGENT: Aapki ICICI KYC verification pending hai abhi complete kijiye: https://cutt.ly/p4118,bank_kyc_scam,urgency,"KYC,update,account",0.79,scam,SMS,hinglish,general,impersonation,initial_contact,identity_theft
Your phone data being stolen. Microsoft support: Call +91-7319019970,tech_support_scam,"urgency,social_engineering",none,0.73,scam,SMS,english,general,impersonation,initial_contact,steal_information
GST refund of Rs.1000 approved by govt. Claim now: https://rb.gy/j8284,refund_scam,"urgency,reward","refund,claim,approved",0.74,scam,SMS,english,online_shoppers,phishing_link,initial_contact,steal_information
India Post: Your package AWB594415203 held. Clear customs fee: https://bit.ly/z4675,parcel_delivery_scam,urgency,"customs,package,held",0.79,scam,SMS,english,online_shoppers,phishing_link,payment_request,steal_information
Invest .. Rs.25000 .. get .. Rs.500000 .. in .. 30 .. days! .. 100% .. guaranteed .. returns: .. https://tinyurl.com/u9749,investment_scam,urgency,"invest,returns,guaranteed",0.79,scam,WhatsApp,english,investors,phishing_link,initial_contact,steal_information
IMPORTANT: IndusInd account frozen due to KYC non-compliance. Update immediately: https://cutt.ly/n5177,bank_kyc_scam,"urgency,fear","KYC,update,account",0.91,scam,SMS,english,general,impersonation,initial_contact,identity_theft
Your electricity bill for Rs.1000 is due by 6/4/2024. Pay online.,legitimate_message,none,none,0.1,legitimate,SMS,english,general,none,none,none
India Post: Your package AWB539321160 held. Clear customs fee: https://cutt.ly/x5241,parcel_delivery_scam,curiosity,"customs,package,held",0.68,scam,SMS,english,online_shoppers,phishing_link,payment_request,steal_information
CRITICAL: Your device compromised. Google security alert: https://short.link/a5989,tech_support_scam,urgency,"security,alert",0.68,scam,SMS,english,general,impersonation,initial_contact,steal_information
Meeting reminder: Team sync scheduled for 8/10/2024 at 16:30 AM,legitimate_message,none,reminder,0.29,legitimate,SMS,english,general,none,none,none
UPI MANDATE: Accept recurring payment of Rs.500/month: https://short.link/r3667,upi_payment_scam,urgency,"UPI,payment,Rs,accept",0.62,scam,SMS,english,general,payment_request,payment_request,financial_fraud
"Dear customer, minimum balance in your HDFC account is Rs.5000",legitimate_message,none,none,0.15,legitimate,Email,english,general,none,none,none
ACTION REQUIRED: Axis KYC update mandatory. Click https://short.link/q3575 to avoid Rs.500 penalty,bank_kyc_scam,"urgency,fear,curiosity","KYC,update",0.93,scam,SMS,english,general,impersonation,initial_contact,identity_theft
"Dear customer, your BOB account credited with Rs.100000 on 28/3/2024",legitimate_message,none,none,0.21,legitimate,Email,english,general,none,none,none
Part time job!! Din ka Rs.{amount} kamao mobile se join karo: https://tinyurl.com/a1974 ✅,job_scam,urgency,"job,hiring",0.8,scam,WhatsApp,hinglish,job_seekers,phishing_link,initial_contact,steal_information
Google hiring for data entry - Rs.25000/month. Registration: https://rb.gy/l9674,job_scam,urgency,hiring,0.78,scam,SMS,english,job_seekers,phishing_link,initial_contact,steal_information
PAN Card blocked by Income Tax Dept. Reactivate: https://tinyurl.com/f5291,government_impersonation,"urgency,fear,authority","Income Tax,PAN",0.81,scam,SMS,english,general,impersonation,initial_contact,identity_theft
ACTION REQUIRED: Canara KYC update mandatory. Click https://bit.ly/k7108 to avoid Rs.500 penalty ‼️,bank_kyc_scam,"fear,authority,curiosity","KYC,update",0.76,scam,WhatsApp,english,general,impersonation,initial_contact,identity_theft
Join Google Pay investment plan. Rs.25000 becomes Rs.50000 in 90 days,investment_scam,urgency,invest,0.67,scam,SMS,english,investors,information_theft,initial_contact,financial_fraud
WINNER ALERT: Your number won Rs.500000 crores in lottery. Claim code: WIN9788,lottery_scam,reward,"winner,lottery,won,claim",0.81,scam,SMS,english,general,information_theft,trust_building,financial_fraud
Insurance refund approved - Rs.100000. Process within 24hrs: https://rb.gy/f2321,refund_scam,"urgency,reward","refund,approved",0.82,scam,SMS,english,online_shoppers,phishing_link,initial_contact,steal_information
ur phone data being stolen. Microsoft support: Call +91-8445772463,tech_support_scam,"fear,social_engineering",none,0.72,scam,SMS,english,general,impersonation,initial_contact,steal_information
Your Instagram subscription paise wapas Rs.1000 baaki hai. Process: https://rb.gy/i7821,refund_scam,urgency,"refund,pending",0.8,scam,SMS,english,online_shoppers,phishing_link,initial_contact,steal_information
